Symbol,Name,Sector,Price,Dividend Yield,Earnings/Share,Market Cap,EBITDA,Assets,Revenue
WRK,WestRock Company,Materials,60.93,2.6699784,2.77,16433340688,2262300000,38.5632911392405,56.6377110668024
WY,Weyerhaeuser Corp.,Real Estate,33.6,3.7079954,0.77,26070297960,1365000000,11.5862068965517,9.23158232013512
WHR,Whirlpool Corp.,Consumer Discretionary,164.95,2.5652986,4.51,12177920000,1842000000,64.1828793774319,284.079191186329
WMB,Williams Cos.,Energy,28.56,4,-0.57,24802396470,3955000000,9.48837209302326,6.64451131608436
WLTW,Willis Towers Watson,Financials,152.36,1.347058,3.07,20780269334,1440000000,72.552380952381,44.1819599628971
WYN,Wyndham Worldwide,Consumer Discretionary,113.56,1.9541779,5.53,11993835688,1232000000,6.00528820729773,41.5482435622724
WYNN,Wynn Resorts Ltd,Consumer Discretionary,169.28,1.1279043,7.27,18225400525,1501301000,3.27490810601664,68.2950209347155
XEL,Xcel Energy Inc,Utilities,42.44,3.3914273,2.21,21559611927,3885828000,21.8762886597938,16.8382229247406
XRX,Xerox Corp.,Information Technology,29.8,3.207184,0.59,7938833340,1191000000,20,37.828511425226
XLNX,Xilinx Inc,Information Technology,62.82,2.0904882,2.32,17064975551,845468000,8.70083102493075,8.84638468451697
XL,XL Capital,Financials,41.26,2.0952382,-2.24,10753423590,0,42.5360824742268,48.8896231680033
XYL,Xylem Inc.,Industrials,70.24,1.1700794,1.83,12915021000,722000000,13.2278719397363,25.7647119843399
YUM,Yum! Brands Inc,Consumer Discretionary,76.3,1.7970798,4.07,27003303098,2289000000,0.359769898151641,12.0849533255503
ZBH,Zimmer Biomet Holdings,Health Care,115.53,0.7948336,9.01,24454698119,2007400000,48.3389121338912,36.5035772273415
ZION,Zions Bancorp,Financials,50.71,1.480933,2.6,10670678640,0,35.7112676056338,13.3638003032378
ZTS,Zoetis,Health Care,71.51,0.68237203,1.65,35991109776,1734000000,3.95301271420674,7.70507502723875
